 Subject: Infocomm and Media 
 Topic : InfoComm 
" Title  : M650231 - Telecommunications, Monthly "
, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
 Variables , 1996 Dec , 1997 Jan , 1997 Feb , 1997 Mar , 1997 Apr , 1997 May , 1997 Jun , 1997 Jul , 1997 Aug , 1997 Sep , 1997 Oct , 1997 Nov , 1997 Dec , 1998 Jan , 1998 Feb , 1998 Mar , 1998 Apr , 1998 May , 1998 Jun , 1998 Jul , 1998 Aug , 1998 Sep , 1998 Oct , 1998 Nov , 1998 Dec , 1999 Jan , 1999 Feb , 1999 Mar , 1999 Apr , 1999 May , 1999 Jun , 1999 Jul , 1999 Aug , 1999 Sep , 1999 Oct , 1999 Nov , 1999 Dec , 2000 Jan , 2000 Feb , 2000 Mar , 2000 Apr , 2000 May , 2000 Jun , 2000 Jul , 2000 Aug , 2000 Sep , 2000 Oct , 2000 Nov , 2000 Dec , 2001 Jan , 2001 Feb , 2001 Mar , 2001 Apr , 2001 May , 2001 Jun , 2001 Jul , 2001 Aug , 2001 Sep , 2001 Oct , 2001 Nov , 2001 Dec , 2002 Jan , 2002 Feb , 2002 Mar , 2002 Apr , 2002 May , 2002 Jun , 2002 Jul , 2002 Aug , 2002 Sep , 2002 Oct , 2002 Nov , 2002 Dec , 2003 Jan , 2003 Feb , 2003 Mar , 2003 Apr , 2003 May , 2003 Jun , 2003 Jul , 2003 Aug , 2003 Sep , 2003 Oct , 2003 Nov , 2003 Dec , 2004 Jan , 2004 Feb , 2004 Mar , 2004 Apr , 2004 May , 2004 Jun , 2004 Jul , 2004 Aug , 2004 Sep , 2004 Oct , 2004 Nov , 2004 Dec , 2005 Jan , 2005 Feb , 2005 Mar , 2005 Apr , 2005 May , 2005 Jun , 2005 Jul , 2005 Aug , 2005 Sep , 2005 Oct , 2005 Nov , 2005 Dec , 2006 Jan , 2006 Feb , 2006 Mar , 2006 Apr , 2006 May , 2006 Jun , 2006 Jul , 2006 Aug , 2006 Sep , 2006 Oct , 2006 Nov , 2006 Dec , 2007 Jan , 2007 Feb , 2007 Mar , 2007 Apr , 2007 May , 2007 Jun , 2007 Jul , 2007 Aug , 2007 Sep , 2007 Oct , 2007 Nov , 2007 Dec , 2008 Jan , 2008 Feb , 2008 Mar , 2008 Apr , 2008 May , 2008 Jun , 2008 Jul , 2008 Aug , 2008 Sep , 2008 Oct , 2008 Nov , 2008 Dec , 2009 Jan , 2009 Feb , 2009 Mar , 2009 Apr , 2009 May , 2009 Jun , 2009 Jul , 2009 Aug , 2009 Sep , 2009 Oct , 2009 Nov , 2009 Dec , 2010 Jan , 2010 Feb , 2010 Mar , 2010 Apr , 2010 May , 2010 Jun , 2010 Jul , 2010 Aug , 2010 Sep , 2010 Oct , 2010 Nov , 2010 Dec , 2011 Jan , 2011 Feb , 2011 Mar , 2011 Apr , 2011 May , 2011 Jun , 2011 Jul , 2011 Aug , 2011 Sep , 2011 Oct , 2011 Nov , 2011 Dec , 2012 Jan , 2012 Feb , 2012 Mar , 2012 Apr , 2012 May , 2012 Jun , 2012 Jul , 2012 Aug , 2012 Sep , 2012 Oct , 2012 Nov , 2012 Dec , 2013 Jan , 2013 Feb , 2013 Mar , 2013 Apr , 2013 May , 2013 Jun , 2013 Jul , 2013 Aug , 2013 Sep , 2013 Oct , 2013 Nov , 2013 Dec , 2014 Jan , 2014 Feb , 2014 Mar , 2014 Apr , 2014 May , 2014 Jun , 2014 Jul , 2014 Aug , 2014 Sep , 2014 Oct , 2014 Nov , 2014 Dec , 2015 Jan , 2015 Feb , 2015 Mar , 2015 Apr , 2015 May , 2015 Jun , 2015 Jul , 2015 Aug , 2015 Sep , 2015 Oct , 2015 Nov , 2015 Dec , 2016 Jan , 2016 Feb , 2016 Mar , 2016 Apr , 2016 May , 2016 Jun , 2016 Jul , 2016 Aug , 2016 Sep , 2016 Oct , 2016 Nov , 2016 Dec , 2017 Jan , 2017 Feb , 2017 Mar , 2017 Apr , 2017 May , 2017 Jun , 2017 Jul , 2017 Aug , 2017 Sep , 2017 Oct , 2017 Nov , 2017 Dec , 2018 Jan , 2018 Feb , 2018 Mar , 2018 Apr , 2018 May , 2018 Jun , 2018 Jul , 2018 Aug , 2018 Sep , 2018 Oct , 2018 Nov , 2018 Dec ,
 International Telephone Call Minutes (Million) , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , 64.1 , 60.8 , 74.5 , 71 , 73 , 74 , 73.1 , 72.6 , 74.3 , 75.5 , 74.9 , 70.9 , 73.1 , 72 , 80.4 , 86.6 , 90.5 , 89.7 , 89.2 , 92.2 , 93.1 , 95.9 , 96.1 , 89.1 , 192.3 , 191.9 , 216.1 , 205.3 , 212 , 211.5 , 212 , 211.6 , 208.2 , 226.8 , 234.2 , 239.6 , 237.4 , 222.9 , 249.6 , 241.7 , 239.9 , 232.9 , 248.1 , 241.5 , 239.6 , 254.1 , 217.9 , 204.4 , 235.7 , 259.3 , 276.4 , 235.8 , 243.8 , 243.5 , 235.7 , 251.7 , 257.4 , 289 , 269.2 , 276.5 , 276 , 260.9 , 293.4 , 293 , 313.1 , 313.6 , 395.9 , 395.3 , 409.5 , 404 , 377.6 , 398.1 , 413.2 , 360.2 , 389.7 , 393.6 , 411.8 , 403.1 , 399.3 , 395.6 , 409.6 , 419.7 , 396.3 , 385.9 , 413.7 , 382.5 , 418.2 , 401 , 412.8 , 409.7 , 422.1 , 418.9 , 422.7 , 465.3 , 442.1 , 465.1 , 512.7 , 437.9 , 496.2 , 494.7 , 517.5 , 502.8 , 533.3 , 536 , 538.7 , 571.1 , 580.7 , 580.8 , 591.9 , 597.7 , 640.2 , 665.6 , 687.4 , 700.1 , 757 , 731.1 , 780.8 , 778.2 , 751.5 , 775.2 , 763.7 , 732 , 812.8 , 778.6 , 796.2 , 808.9 , 811.4 , 889 , 918.8 , 960.4 , 957.8 , 939.5 , 928.8 , 918 ," 1,058.7 "," 1,042 "," 1,019.3 "," 1,013.9 "," 1,044.7 "," 1,102.5 "," 1,102.4 "," 1,077 "," 1,081.8 "," 1,047.2 "," 1,067 ", 965.5 ," 1,061.8 ", 998.2 ," 1,015.2 ", 996.4 ," 1,013.1 "," 1,043.2 "," 1,013.6 "," 1,049.2 "," 1,073.9 "," 1,070.1 "," 1,090.4 "," 1,080.5 "," 1,150.9 "," 1,104.4 "," 1,135.9 "," 1,056.8 "," 1,105.2 "," 1,157.9 "," 1,071.4 "," 1,224.1 "," 1,119.4 "," 1,148.1 "," 1,113.1 "," 1,019.4 "," 1,186.1 "," 1,112 "," 1,123.4 "," 1,168.8 "," 1,213.7 "," 1,217 "," 1,153.7 "," 1,451.8 "," 1,369.6 "," 1,361 "," 1,372 "," 1,326.2 "," 1,379.9 "," 1,507.3 "," 1,363.4 "," 1,377.4 "," 1,513.3 "," 1,725.4 "," 1,679.2 "," 1,643.9 "," 1,654.9 "," 1,622.8 "," 1,624.4 "," 1,727.2 "," 1,898.2 "," 1,889.1 "," 2,057.3 "," 1,895.8 "," 1,726.7 "," 1,851.5 "," 1,900.3 "," 1,843.3 "," 1,680.2 "," 1,924.3 "," 1,993.6 "," 1,834.3 "," 1,942.9 "," 2,028.4 "," 1,962.5 "," 1,974.9 "," 1,929.6 "," 2,024.3 "," 1,964.7 "," 2,020.2 "," 2,049.9 "," 1,913.5 "," 1,804.1 "," 1,683.9 "," 1,873.9 "," 1,828.8 "," 1,717.4 "," 1,509.7 "," 1,657.8 "," 1,726.1 "," 1,826 "," 1,807.8 "," 2,042.3 "," 1,764.1 "," 1,810.3 "," 1,528 "," 1,647.2 "," 1,778.1 "," 1,973.2 "," 2,041.2 "," 2,197.2 "," 2,430.7 "," 2,058.6 "," 2,019.3 "," 1,794.5 "," 1,640.4 ",
" Total Fixed Line Subscriptions, At End Of Period (Thousand) ", na , na , na , na , na , na , na , na , na , na , na , na , na ," 1,668.4 "," 1,677.9 "," 1,684.9 "," 1,688.7 "," 1,693.3 "," 1,698.3 "," 1,709.2 "," 1,718.6 "," 1,730.8 "," 1,736.3 "," 1,742.6 "," 1,751.5 "," 1,761.4 "," 1,770 "," 1,777.9 "," 1,782.8 "," 1,791 "," 1,797.8 "," 1,805.6 "," 1,812.7 "," 1,822.5 "," 1,833.5 "," 1,842.6 "," 1,850.7 "," 1,860.6 "," 1,867.5 "," 1,876.6 "," 1,884.7 "," 1,892 "," 1,897.4 "," 1,905.2 "," 1,910.7 "," 1,917.7 "," 1,921.2 "," 1,928.2 "," 1,935.9 "," 1,940.2 "," 1,941.7 "," 1,946.2 "," 1,950.4 "," 1,951 "," 1,948.9 "," 1,950.1 "," 1,950.7 "," 1,948.4 "," 1,949.5 "," 1,948.3 "," 1,948.5 "," 1,949.1 "," 1,947.2 "," 1,947.5 "," 1,947.2 "," 1,945.2 "," 1,943.3 "," 1,942.2 "," 1,940.9 "," 1,939.1 "," 1,937.3 "," 1,935.6 "," 1,933.7 "," 1,933.6 "," 1,930.2 "," 1,927.2 "," 1,923.6 "," 1,920 "," 1,915.7 "," 1,911.2 "," 1,907.3 "," 1,904.4 "," 1,901.5 "," 1,899.1 "," 1,896.6 "," 1,896.1 "," 1,893.2 "," 1,889.5 "," 1,885.2 "," 1,882.1 "," 1,877.2 "," 1,873.7 "," 1,869.7 "," 1,867.7 "," 1,866 "," 1,864.7 "," 1,862.5 "," 1,862.6 "," 1,861.2 "," 1,857.2 "," 1,854.7 "," 1,852.7 "," 1,850.8 "," 1,849.3 "," 1,848.6 "," 1,848.3 "," 1,847.2 "," 1,846.9 "," 1,847.8 "," 1,847.9 "," 1,846.5 "," 1,844.4 "," 1,844.8 "," 1,843.1 "," 1,843 "," 1,844.5 "," 1,845.8 "," 1,846.7 "," 1,847.3 "," 1,848.6 "," 1,851 "," 1,854.1 "," 1,853.7 "," 1,853.5 "," 1,855.2 "," 1,854.1 "," 1,847.2 "," 1,844.1 "," 1,847.1 "," 1,851.5 "," 1,852.4 "," 1,857.4 "," 1,859.3 "," 1,860.7 "," 1,861.7 "," 1,861.8 "," 1,862.5 "," 1,863 "," 1,862.9 "," 1,861.3 ", na ," 1,864.8 ", na , na ," 1,872 ", na , na ," 1,876 ", na , na ," 1,884.2 ", na , na ," 1,886.9 ", na , na ," 1,896.1 ", na , na ," 1,930.9 ", na , na ," 1,944 ", na , na ," 1,966.2 ", na , na ," 1,983.9 ", na , na ," 1,996.1 ", na , na ," 2,007.7 ", na , na ," 2,017.4 ", na , na ," 2,016.9 ", na , na ," 2,018.1 ", na , na ," 2,016.6 ", na , na ," 2,004.4 ", na , na ," 1,989.5 ", na , na ," 1,987.6 ", na , na ," 1,980.1 ", na , na ," 1,977.5 ", na , na ," 1,970.8 ", na , na ," 1,967 ", na , na ," 1,972.3 ", na , na ," 1,980.5 ", na , na ," 1,996.6 ", na , na ," 1,996.7 ", na , na ," 2,001.2 ", na , na ," 2,012.3 ", na , na ," 2,017.3 ", na , na ," 2,016.1 ", na , na ," 2,013.2 ", na , na ," 2,007.6 ", na , na ," 2,003.2 ", na , na ," 1,998.4 ", na , na ," 2,000.1 ", na , na ," 1,989.9 ", na , na ," 1,983.1 ", na , na ," 1,991.7 ", na , na ," 1,986.6 ", na , na ," 1,977.5 ", na , na ," 1,966.6 ",
"     Residential Fixed Line Subscriptions, At End Of Period (Thousand) ", na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na ," 1,109.2 "," 1,106.8 "," 1,104.5 "," 1,102.9 "," 1,101.3 "," 1,099.9 "," 1,099.5 "," 1,098.7 "," 1,096.7 "," 1,094.7 "," 1,092.9 "," 1,091.1 "," 1,090.4 "," 1,090 "," 1,089.5 "," 1,088.8 "," 1,088.1 "," 1,088.4 "," 1,088.4 "," 1,086.8 "," 1,085.7 "," 1,084.8 "," 1,085.1 "," 1,086.8 "," 1,088.3 "," 1,089.6 "," 1,090.2 "," 1,090.2 "," 1,090.4 "," 1,092.4 "," 1,091.7 "," 1,091 "," 1,090.1 "," 1,091.2 "," 1,089.3 "," 1,087.1 "," 1,085.9 "," 1,085.6 "," 1,085.9 "," 1,086.8 "," 1,086.5 "," 1,087.1 "," 1,086.8 "," 1,087.7 "," 1,087.8 "," 1,087.4 "," 1,087.1 "," 1,086.7 "," 1,085 ", na ," 1,086.9 ", na , na ," 1,095.7 ", na , na ," 1,107 ", na , na ," 1,116.6 ", na , na ," 1,117 ", na , na ," 1,128.3 ", na , na ," 1,153.6 ", na , na ," 1,168 ", na , na ," 1,189.9 ", na , na ," 1,203.1 ", na , na ," 1,220.6 ", na , na ," 1,231 ", na , na ," 1,240.2 ", na , na ," 1,237.1 ", na , na ," 1,238.5 ", na , na ," 1,237.6 ", na , na ," 1,224.9 ", na , na ," 1,214.1 ", na , na ," 1,215 ", na , na ," 1,209.8 ", na , na ," 1,207.5 ", na , na ," 1,207.7 ", na , na ," 1,210.8 ", na , na ," 1,219.9 ", na , na ," 1,230.7 ", na , na ," 1,247.6 ", na , na ," 1,252.8 ", na , na ," 1,260.4 ", na , na ," 1,270.4 ", na , na ," 1,280.6 ", na , na ," 1,285 ", na , na ," 1,290 ", na , na ," 1,292.6 ", na , na ," 1,295.9 ", na , na ," 1,299.7 ", na , na ," 1,300.1 ", na , na ," 1,299.6 ", na , na ," 1,299.2 ", na , na ," 1,316.1 ", na , na ," 1,316 ", na , na ," 1,315 ", na , na ," 1,312.3 ",
"     Corporate/Business Fixed Line Subscriptions, At End Of Period (Thousand) ", na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , 764.5 , 762.9 , 763.1 , 763.1 , 763.3 , 762.6 , 763 , 762.5 , 760.5 , 760 , 759.8 , 759.8 , 758.8 , 758.7 , 758.8 , 758.4 , 758.8 , 759.4 , 759.5 , 759.7 , 758.7 , 760 , 758 , 756.3 , 756.2 , 756.3 , 756.5 , 757.1 , 758.1 , 758.6 , 762.4 , 762.7 , 763.4 , 764 , 764.8 , 760 , 758.2 , 761.5 , 765.6 , 765.7 , 770.9 , 772.2 , 773.9 , 774 , 774 , 775.1 , 775.9 , 776.2 , 776.2 , na , 777.9 , na , na , 776.4 , na , na , 768.9 , na , na , 767.6 , na , na , 769.9 , na , na , 767.8 , na , na , 777.3 , na , na , 776 , na , na , 776.3 , na , na , 780.8 , na , na , 775.5 , na , na , 776.7 , na , na , 777.2 , na , na , 779.7 , na , na , 779.6 , na , na , 779.1 , na , na , 779.5 , na , na , 775.4 , na , na , 772.5 , na , na , 770.4 , na , na , 770 , na , na , 763.1 , na , na , 756.2 , na , na , 752.4 , na , na , 749.8 , na , na , 749 , na , na , 744 , na , na , 740.9 , na , na , 741.9 , na , na , 736.8 , na , na , 731.1 , na , na , 723.2 , na , na , 715 , na , na , 707.3 , na , na , 698.7 , na , na , 700 , na , na , 690.3 , na , na , 683.9 , na , na , 675.6 , na , na , 670.6 , na , na , 662.5 , na , na , 654.3 ,
" Total Mobile Phone Subscriptions, At End Of Period (Thousand) ", na , 414 , 423 , 431 , 479 , 510 , 546 , 588 , 611 , 640 , 672 , 700 , 743 , 776.8 , 799.5 , 846.6 , 864.1 , 876.4 , 903.2 , 925.2 , 936.7 , 954.6 , 983.9 ," 1,005.8 "," 1,020.2 "," 1,035 "," 1,063.4 "," 1,094.7 "," 1,115.5 "," 1,139.6 "," 1,164 "," 1,210.5 "," 1,260.4 "," 1,308.3 "," 1,357.6 "," 1,396.9 "," 1,471.3 "," 1,531.7 "," 1,578.4 "," 1,630.8 "," 1,735.1 "," 1,812.2 "," 1,882.5 "," 1,969.6 "," 2,062.2 "," 2,162.6 "," 2,248 "," 2,333 "," 2,442.1 "," 2,536.9 "," 2,635 "," 2,747.4 "," 2,836 "," 2,900.3 "," 2,983.7 "," 3,020.3 "," 3,079.3 "," 3,080.4 "," 3,076.9 "," 2,769.2 "," 2,858.8 "," 2,920.1 "," 2,954 "," 2,991.6 "," 3,005.8 "," 3,027 "," 3,040.8 "," 3,086.5 "," 3,102.2 "," 3,121.8 "," 3,131.9 "," 3,177.9 "," 3,244.8 "," 3,272.2 "," 3,295.1 "," 3,312.6 "," 3,296.4 "," 3,319.5 "," 3,336.4 "," 3,356 "," 3,390.3 "," 3,402.2 "," 3,410.7 "," 3,437.3 "," 3,477.1 "," 3,521.8 "," 3,544.4 "," 3,577.5 "," 3,605.8 "," 3,630.3 "," 3,655.9 "," 3,690.8 "," 3,716.6 "," 3,741.9 "," 3,757.3 "," 3,798.8 "," 3,860.6 "," 3,899.6 "," 3,935.4 "," 3,996.7 "," 4,010.9 "," 4,049.5 "," 4,078.4 "," 4,135.7 "," 4,161.3 "," 4,185.1 "," 4,193.1 "," 4,185.1 "," 4,256.8 "," 4,310.7 "," 4,340.6 "," 4,384.6 "," 4,414.8 "," 4,322.2 "," 4,218.2 "," 4,281.7 "," 4,354.7 "," 4,416 "," 4,471.4 "," 4,548.2 "," 4,637.7 "," 4,689.3 "," 4,729.7 "," 4,788.6 "," 4,848.1 "," 4,911.5 "," 4,987.8 "," 5,078.8 "," 5,180.8 "," 5,280.6 "," 5,339.6 "," 5,432 "," 5,619.2 "," 5,765.1 "," 5,825.5 "," 5,924.1 "," 5,993.8 "," 6,079.5 "," 6,159.9 "," 6,220.5 "," 6,216.1 "," 6,258.4 "," 6,274.6 "," 6,295.2 "," 6,340.2 "," 6,354.6 "," 6,375.5 "," 6,414.8 "," 6,448 "," 6,475.5 "," 6,513.5 "," 6,581.1 "," 6,639.3 "," 6,706.3 "," 6,745.8 "," 6,810.9 "," 6,857.2 "," 6,878.9 "," 6,865 "," 6,884.8 "," 6,920.3 "," 6,964.5 "," 7,017.2 "," 7,112.1 "," 7,135.7 "," 7,178.4 "," 7,213.1 "," 7,243.8 "," 7,288.6 "," 7,307.3 "," 7,319.7 "," 7,384.6 "," 7,417.4 "," 7,467.8 "," 7,537 "," 7,589.6 "," 7,626.8 "," 7,667.5 "," 7,697.9 "," 7,718 "," 7,755.2 "," 7,750.7 "," 7,720.5 "," 7,794.3 "," 7,806.7 "," 7,808.2 "," 7,846.1 "," 7,880 "," 7,897.7 "," 7,903.6 "," 7,957.1 "," 7,995.4 "," 8,063 "," 8,112.8 "," 8,130.1 "," 8,067.6 "," 8,111.4 "," 8,144.6 "," 8,196.2 "," 8,258.4 "," 8,303.6 "," 8,344 "," 8,344.4 "," 8,390 "," 8,420.7 "," 8,402.1 "," 8,388.4 "," 8,437.8 "," 8,392.2 "," 8,370.9 "," 8,310.6 "," 8,260.8 "," 8,229.3 "," 8,154.3 "," 8,136.3 "," 8,107.9 "," 8,093.3 "," 8,106.7 "," 8,092.7 "," 8,103.8 "," 8,123.9 "," 8,117.9 "," 8,126.6 "," 8,142.9 "," 8,166.1 "," 8,164.7 "," 8,164.9 "," 8,167.8 "," 8,211.4 "," 8,228 "," 8,236.7 "," 8,233.1 "," 8,255.9 "," 8,273 "," 8,308.2 "," 8,349.2 "," 8,366.6 "," 8,374.1 "," 8,362.5 "," 8,366.7 "," 8,399.7 "," 8,399.8 "," 8,404.9 "," 8,460.7 "," 8,468.4 "," 8,461.4 "," 8,464.4 "," 8,482.8 "," 8,400.8 "," 8,373 "," 8,353.1 "," 8,398.4 "," 8,462.8 "," 8,440.3 "," 8,387.1 "," 8,381.9 "," 8,354.5 "," 8,341.6 "," 8,333.8 "," 8,332.9 "," 8,307.7 "," 8,331 "," 8,289.9 "," 8,311.9 "," 8,389.1 ",
"     Total Subscriptions (3g), At End Of Period (Thousand) ", na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , 21.6 , 28.7 , 37.5 , 47.7 , 66.2 , 96.9 , 129.3 , 174.8 , 220.5 , 271.7 , 317.6 , 367.6 , 429.6 , 486.1 , 534.6 , 589.8 , 645.3 , 699.2 , 766.7 , 884 , 953.4 ," 1,014.5 "," 1,081.4 "," 1,141 "," 1,196.1 "," 1,254.9 "," 1,308.9 "," 1,366.7 "," 1,440 "," 1,509.6 "," 1,592.9 "," 1,701 "," 1,776 "," 1,835.7 "," 1,921.2 "," 1,990.9 "," 2,060 "," 2,136.9 "," 2,211.4 "," 2,277.7 "," 2,334.4 "," 2,379.5 "," 2,429.5 "," 2,473.6 "," 2,518.4 "," 2,553.6 "," 2,602.9 "," 2,635.3 "," 2,687.1 "," 2,739.3 "," 2,795.2 "," 2,858.9 "," 2,927.7 "," 2,989.5 "," 3,068.4 "," 3,160.3 "," 3,247.9 "," 3,325 "," 3,417.9 "," 3,550.9 "," 3,712.4 "," 3,868.5 "," 4,031.2 "," 4,179.7 "," 4,326.6 "," 4,465.1 "," 4,587.1 "," 4,704.5 "," 4,793 "," 4,868.4 "," 4,996 "," 5,090.9 "," 5,186.9 "," 5,295.9 "," 5,386.7 "," 5,464.8 "," 5,549.1 "," 5,622.4 "," 5,684.8 "," 5,755.4 "," 5,787.5 "," 5,800.1 "," 5,917.4 "," 5,963.6 "," 5,995.9 "," 6,065.7 "," 6,146.6 "," 6,182.3 "," 6,220.7 "," 6,310.2 "," 6,384.4 "," 6,480.6 "," 6,566.9 "," 6,620 "," 5,721.1 "," 5,715.8 "," 5,647.7 "," 5,614.7 "," 5,594.7 "," 5,579.1 "," 5,539.9 "," 5,466.6 "," 5,363.3 "," 5,258.3 "," 5,163.7 "," 5,085.9 "," 5,703.1 "," 5,550.3 "," 5,426.5 "," 5,278.6 "," 5,211.2 "," 5,101.5 "," 4,965.1 "," 4,852.9 "," 4,712 "," 4,608.8 "," 4,509.1 "," 4,420.3 "," 4,341.8 "," 4,287.5 "," 4,228.2 "," 4,189.8 "," 4,162.8 "," 4,138.5 "," 4,038.2 "," 4,012.8 "," 3,956.1 "," 3,913.5 "," 3,883.5 "," 3,870.1 "," 3,806.3 "," 3,785.7 "," 3,725.1 "," 3,698.2 "," 3,704.7 "," 3,634.8 "," 3,620.5 "," 3,567.2 "," 3,540.5 "," 3,412.1 "," 2,645.5 "," 2,554.9 "," 2,513 "," 2,565.9 "," 2,518.4 "," 2,489.7 "," 2,463.7 "," 2,392.1 "," 2,365.8 "," 2,349.1 "," 2,368.2 "," 2,349 "," 2,269.3 "," 2,168.5 "," 2,117.6 "," 2,099.3 "," 2,071.7 "," 2,013.7 "," 1,954.2 "," 1,886.8 "," 1,869.9 "," 1,792.1 "," 1,780.1 "," 1,787.5 ",
